PROVIDER_ID,Std_Outcomes_Mortality_score,lower_Outcomes_Mortality_score,upper_Outcomes_Mortality_score,Std_Outcomes_Readmission_score,lower_Outcomes_Readmission_score,upper_Outcomes_Readmission_score,Std_Outcomes_Safety_score,lower_Outcomes_Safety_score,upper_Outcomes_Safety_score,Std_PatientExp_score,lower_PtExp_score,upper_PtExp_score,Std_Efficiency_score,lower_Efficiency_score,upper_Efficiency_score,Std_Process_Effect_score,lower_Process_Effect_score,upper_Process_Effect_score,Std_Process_Time_score,lower_Process_Time_score,upper_Process_Time_score,weight_PatientExperience,weight_Outcomes_Readmission,weight_Outcomes_Mortality,weight_Outcomes_Safety,weight_Efficiency,weight_Process_time,weight_Process_Effect,summary_score,Lower_summary_score,Upper_summary_score,Summary_score_win,star,Outcomes_Mortality_cnt,Outcomes_safety_cnt,Outcomes_Readmission_cnt,Patient_Experience_cnt,Efficiency_cnt,Process_Timeliness_cnt,Process_Effectiveness_cnt,Total_measure_group_cnt,Outcomes_Measure_Group_cnt,report_indicator,Out_Mrt_Grp_Score_Cat,Out_Readm_grp_Score_Cat,Out_Sft_Grp_Score_Cat,Pt_Exp_Grp_Score_Cat,Eff_Imaging_Grp_Score_Cat,Prc_Effect_of_Care_Grp_Score_Cat,Prc_Time_of_Care_Grp_Score_Cat
260102,0.066117119,-1.725304862,1.857539099,-0.726021339,-1.709391198,0.25734852,-0.569710027,-1.449180707,0.309760653,-1.405170204,-2.101614161,-0.708726247,0.034455781,-1.241500289,1.310411852,0.13790731,-1.05758482,1.333399441,0.156442017,-0.415423995,0.728308028,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.566500375,-1.08449788,-0.04850287,-0.566500375,2,2,3,5,11,2,6,8,5,2,1,Same as the national avera,Same as the national avera,Same as the national avera,Below the national average,Same as the national avera,Same as the national avera,Same as the national avera
260104,0.110088886,-0.652754658,0.872932429,-1.607605528,-1.924741725,-1.290469332,-0.273754258,-0.579849483,0.032340967,-0.328622313,-0.843952075,0.186707448,0.633400889,-0.034666628,1.301468406,0.974910825,0.07166277,1.878158881,-0.992087643,-1.438622522,-0.545552763,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.437327544,-0.666965683,-0.207689405,-0.437327544,2,7,8,8,11,5,5,9,7,3,1,Same as the national avera,Below the national average,Same as the national avera,Same as the national avera,Same as the national avera,Above the national average,Below the national average
260105,-0.191909894,-1.262240916,0.878421128,-2.992307147,-3.402013409,-2.582600886,-3.171419846,-3.535890141,-2.806949551,-0.584487552,-1.094003265,-0.074971839,0.725955055,-0.007124308,1.459034418,0.183861419,-0.711969412,1.079692251,-0.911508494,-1.284959193,-0.538057794,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-1.526895058,-1.81825556,-1.235534555,-1.526895058,1,6,6,6,11,3,5,8,7,3,1,Same as the national avera,Below the national average,Below the national average,Same as the national avera,Same as the national avera,Same as the national avera,Below the national average
260108,0.851272092,0.280226447,1.422317737,-0.265518158,-0.505841752,-0.025194564,-0.16243559,-0.428727053,0.103855874,0.071144553,-0.262939407,0.405228512,0.886591137,0.398330189,1.374852086,0.57386807,-0.240167391,1.387903531,-0.070437868,-0.517527664,0.376651927,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.164382691,-0.006378524,0.335143906,0.164382691,3,7,8,8,11,5,5,9,7,3,1,Above the national average,Same as the national avera,Same as the national avera,Same as the national avera,Above the national average,Same as the national avera,Same as the national avera
260110,-1.452598384,-2.266679745,-0.638517024,-0.006477367,-0.369202159,0.356247425,-1.115678546,-1.494446848,-0.736910245,-0.435054516,-0.861926585,-0.008182447,-3.164582133,-3.780752168,-2.548412098,0.58894414,-0.44066717,1.61855545,0.85520958,0.447888839,1.262530321,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.730975076,-0.969193498,-0.492756653,-0.730975076,2,7,7,8,11,5,5,9,7,3,1,Below the national average,Same as the national avera,Below the national average,Same as the national avera,Below the national average,Same as the national avera,Above the national average
260113,-0.118491149,-1.151776544,0.914794245,-0.008159423,-0.600789646,0.5844708,-0.091405606,-0.700870472,0.51805926,0.37240406,-0.054039438,0.798847557,0.644777873,-0.272873605,1.56242935,-0.122898438,-1.182777271,0.936980395,1.017069022,0.569056589,1.465081454,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.095514472,-0.218922588,0.409951532,0.095514472,3,6,4,7,11,5,7,7,7,3,1,Same as the national avera,Same as the national avera,Same as the national avera,Above the national average,Same as the national avera,Same as the national avera,Above the national average
260119,-0.290428848,-1.040711343,0.459853647,-1.52517893,-1.907234779,-1.143123081,0.086962717,-0.302504519,0.476429952,-1.683606348,-2.127586,-1.239626695,-1.258541128,-1.941202495,-0.575879762,-1.597624202,-2.787155172,-0.408093232,-0.054573351,-0.46853864,0.359391939,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.867124857,-1.100468081,-0.633781634,-0.867124857,2,7,7,8,11,5,6,10,7,3,1,Same as the national avera,Below the national average,Same as the national avera,Below the national average,Below the national average,Below the national average,Same as the national avera
260137,-0.775280844,-1.503016318,-0.04754537,1.100182563,0.794989913,1.405375213,0.406501702,0.101538502,0.711464901,-0.85242012,-1.109523128,-0.595317113,0.383604681,-0.185762602,0.952971963,-0.503913049,-1.318215548,0.31038945,-0.654539887,-1.135070422,-0.174009352,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.057617604,-0.25704338,0.141808172,-0.057617604,3,7,7,8,11,5,5,9,7,3,1,Below the national average,Above the national average,Above the national average,Below the national average,Same as the national avera,Same as the national avera,Below the national average
260138,1.604404981,0.896005281,2.312804682,-0.171278216,-0.456302252,0.113745819,0.08477375,-0.205343992,0.374891493,0.613156305,0.313038958,0.913273653,0.759157942,-0.125940778,1.644256661,-0.717925497,-1.579169242,0.143318247,0.308646917,-0.131406647,0.74870048,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.482827675,0.284373274,0.681282076,0.482827675,4,7,7,8,11,4,5,9,7,3,1,Above the national average,Same as the national avera,Same as the national avera,Above the national average,Same as the national avera,Same as the national avera,Same as the national avera
260141,-1.220372882,-2.107686426,-0.333059337,-1.395400863,-1.720123861,-1.070677865,-1.449467768,-1.740980445,-1.15795509,0.209859944,-0.259106271,0.678826158,-0.351452079,-0.943831281,0.240927124,0.611673358,-0.408642668,1.631989383,0.172475583,-0.274695793,0.619646959,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.830876071,-1.076812352,-0.58493979,-0.830876071,2,7,8,8,11,5,5,9,7,3,1,Below the national average,Below the national average,Below the national average,Same as the national avera,Same as the national avera,Same as the national avera,Same as the national avera
260142,-0.355245439,-1.684197434,0.973706557,-0.160743004,-1.00501239,0.683526383,0.067184435,-0.828759744,0.963128614,-0.5178727,-1.080267168,0.044521768,0.320408233,-0.705098046,1.345914512,-1.317668602,-2.369472246,-0.265864958,1.655024888,1.150135408,2.159914368,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.186358295,-0.608153027,0.235436437,-0.186358295,3,3,3,5,11,5,6,7,7,3,1,Same as the national avera,Same as the national avera,Same as the national avera,Same as the national avera,Same as the national avera,Below the national average,Above the national average
260160,-0.089942882,-1.407853712,1.227967948,-0.425268442,-1.335924089,0.485387206,-0.382066146,-1.434253314,0.670121023,,,,-0.703403163,-1.78040005,0.373593725,-0.47689014,-1.897254483,0.943474203,1.299326508,0.854593714,1.744059302,,0.282051282,0.282051282,0.282051282,0.051282051,0.051282051,0.051282051,-0.246973994,-0.79555998,0.301611993,-0.246973994,3,3,1,4,0,4,6,6,5,2,1,Same as the national avera,Same as the national avera,Same as the national avera,missing,Same as the national avera,Same as the national avera,Above the national average
260162,0.112877404,-1.539782657,1.765537464,0.245044912,-0.465072352,0.955162176,0.833396262,0.139430985,1.527361539,0.237188868,-0.178703945,0.653081681,0.582779999,0.024745765,1.140814234,0.386285582,-0.527692201,1.300263365,-0.110349947,-0.717442719,0.496742826,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.348620263,-0.087969725,0.785210252,0.348620263,4,2,5,5,11,4,6,6,6,2,1,Same as the national avera,Same as the national avera,Above the national average,Same as the national avera,Above the national average,Same as the national avera,Same as the national avera
260163,0.406637735,-0.610657118,1.423932589,0.094628806,-0.514614242,0.703871854,-0.20076564,-0.861962052,0.460430772,-1.537514556,-1.969135814,-1.105893298,1.033795534,0.376987917,1.69060315,0.061269926,-0.764706346,0.887246198,0.241951127,-0.242009908,0.725912163,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.218662341,-0.53542178,0.098097099,-0.218662341,3,5,3,6,11,5,7,9,7,3,1,Same as the national avera,Same as the national avera,Same as the national avera,Below the national average,Above the national average,Same as the national avera,Same as the national avera
260175,-0.347442358,-1.568689322,0.873804606,1.447816939,0.725636384,2.169997494,1.229283297,0.480275131,1.978291463,0.044350223,-0.432632138,0.521332584,0.512075313,-0.330775138,1.354925764,-1.392644959,-2.255945417,-0.5293445,0.75081688,0.224685159,1.2769486,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.517091672,0.145209328,0.888974015,0.517091672,4,5,3,6,11,5,6,8,7,3,1,Same as the national avera,Above the national average,Above the national average,Same as the national avera,Same as the national avera,Below the national average,Above the national average
260176,-0.280396503,-1.453510252,0.892717247,-1.145137115,-1.661478829,-0.6287954,-0.56534012,-1.062823947,-0.067856293,-0.446633792,-0.814399597,-0.078867986,0.277863285,-0.909368261,1.465094831,0.424745707,-0.785562309,1.635053724,0.621898961,0.130516578,1.113281344,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.483271338,-0.804161548,-0.162381129,-0.483271338,2,7,6,8,11,2,5,6,6,3,1,Same as the national avera,Below the national average,Below the national average,Same as the national avera,Same as the national avera,Same as the national avera,Above the national average
260177,0.380072742,-0.442356459,1.202501942,-0.730417075,-1.087080484,-0.373753665,0.630732506,0.240169106,1.021295906,0.22671995,-0.116712602,0.570152501,-0.63218897,-1.260583708,-0.003794232,0.674431751,-0.397890513,1.746754016,0.703167624,0.347634222,1.058701025,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.141380203,-0.092355435,0.375115841,0.141380203,3,7,8,8,11,5,5,8,7,3,1,Same as the national avera,Below the national average,Above the national average,Same as the national avera,Below the national average,Same as the national avera,Above the national average
260179,1.681067357,1.056957625,2.30517709,1.264634713,0.996355121,1.532914306,-2.32776114,-2.635741691,-2.019780589,1.338027547,1.175512306,1.500542789,0.720992885,0.212302961,1.229682809,0.801310526,0.06853,1.534091051,0.449921277,0.048708925,0.851133629,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.509202053,0.33680413,0.681599975,0.509202053,4,7,7,8,11,5,5,9,7,3,1,Above the national average,Above the national average,Below the national average,Above the national average,Above the national average,Above the national average,Above the national average
260180,0.812906391,0.042992356,1.582820426,-1.99480947,-2.353494232,-1.636124708,-0.27539782,-0.627639421,0.076843781,-0.876923331,-1.247275866,-0.506570796,0.918438369,0.239808052,1.597068685,-0.345453588,-1.174016804,0.483109628,-0.921540393,-1.274009722,-0.569071063,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.527471555,-0.750114822,-0.304828288,-0.527471555,2,7,7,8,11,4,6,10,7,3,1,Above the national average,Below the national average,Same as the national avera,Below the national average,Above the national average,Same as the national avera,Below the national average
260183,-1.684016456,-2.402817972,-0.96521494,0.325066882,0.013956199,0.636177565,-0.394111369,-0.718604922,-0.069617816,0.869949609,0.670903497,1.068995721,-0.758430136,-1.242554697,-0.274305575,0.583608105,-0.502754183,1.669970392,0.039964071,-0.156677351,0.236605493,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.199678812,-0.397191819,-0.002165805,-0.199678812,3,7,8,8,11,5,5,9,7,3,1,Below the national average,Above the national average,Below the national average,Above the national average,Below the national average,Same as the national avera,Same as the national avera
260186,-1.300209585,-2.225792931,-0.374626239,0.64317313,0.170402377,1.115943884,1.352790863,0.846525793,1.859055934,-0.78556514,-1.17590114,-0.395229139,1.030910879,0.276242042,1.785579717,0.863591104,0.051185865,1.675996342,0.226272865,-0.110478541,0.563024271,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.065072633,-0.207275906,0.337421172,0.065072633,3,7,6,8,11,4,6,9,7,3,1,Below the national average,Above the national average,Above the national average,Below the national average,Above the national average,Above the national average,Same as the national avera
260190,-0.277556869,-1.529247628,0.97413389,-0.10047639,-0.678013291,0.477060512,0.728894994,0.079094167,1.37869582,0.585500758,0.225539163,0.945462353,0.197491495,-0.934418844,1.329401835,0.88619758,-0.264044689,2.036439848,0.936197348,0.560419181,1.311975515,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.286795205,-0.063936641,0.637527052,0.286795205,4,5,6,7,11,4,5,6,7,3,1,Same as the national avera,Same as the national avera,Above the national average,Above the national average,Same as the national avera,Same as the national avera,Above the national average
260191,0.191159176,-0.754256697,1.136575049,-1.392698527,-1.84648099,-0.938916064,-1.380172247,-1.890555875,-0.86978862,0.287771169,-0.127239527,0.702781866,0.970341276,0.250144593,1.690537959,0.153444758,-0.836099686,1.142989202,0.045406889,-0.316981134,0.407794911,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.457899177,-0.734917894,-0.180880461,-0.457899177,2,6,6,7,11,3,5,7,7,3,1,Same as the national avera,Below the national average,Below the national average,Same as the national avera,Above the national average,Same as the national avera,Same as the national avera
260193,0.147088418,-0.95616256,1.250339395,-1.328028757,-1.859552943,-0.796504571,-0.043637219,-0.640484896,0.553210457,-0.306377786,-0.667906802,0.05515123,0.095697241,-0.923977076,1.115371558,0.086477659,-1.375304269,1.548259586,0.324087397,-0.026360103,0.674534897,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.316559684,-0.634962729,0.001843361,-0.316559684,3,5,5,7,11,4,5,5,7,3,1,Same as the national avera,Below the national average,Same as the national avera,Same as the national avera,Same as the national avera,Same as the national avera,Same as the national avera
260195,-1.560862026,-2.884973439,-0.236750612,0.42485478,-0.296295356,1.146004915,0.809147423,0.049247326,1.569047519,-0.249913931,-0.63918863,0.139360768,0.781681487,-0.028564715,1.591927688,0.598662011,-0.311815994,1.509140016,0.543584929,0.063215776,1.023954082,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.049933089,-0.434620234,0.334754057,-0.049933089,3,5,4,7,11,4,6,8,7,3,1,Below the national average,Same as the national avera,Above the national average,Same as the national avera,Same as the national avera,Same as the national avera,Above the national average
260200,-0.834514077,-1.711967124,0.042938971,-0.154820573,-0.566313457,0.25667231,0.909612396,0.466519253,1.35270554,0.110756511,-0.412708074,0.634221095,0.593215017,-0.049790693,1.236220728,0.636499068,-0.411350374,1.684348511,-0.009971333,-0.405642727,0.385700061,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.055617247,-0.21057448,0.321808974,0.055617247,3,6,7,7,11,5,6,10,7,3,1,Same as the national avera,Same as the national avera,Above the national average,Same as the national avera,Same as the national avera,Same as the national avera,Same as the national avera
260207,-0.019597327,-1.835307412,1.796112759,-0.015638733,-1.876153988,1.844876521,-0.164596368,-1.446272951,1.117080216,,,,-1.919661088,-3.257044633,-0.582277542,-2.898438058,-4.062918185,-1.733957931,-0.274292921,-1.262101598,0.713515756,,0.282051282,0.282051282,0.282051282,0.051282051,0.051282051,0.051282051,-0.317511303,-1.14141877,0.506396163,-0.317511303,3,1,1,1,0,4,6,6,3,0,0,Same as the national avera,Same as the national avera,Same as the national avera,missing,Below the national average,Below the national average,Same as the national avera
260209,0.034262294,-1.73194917,1.800473757,-0.327949781,-1.931609833,1.275710271,-0.034780907,-1.620417979,1.550856164,,,,-1.698875626,-3.066799726,-0.330951527,-0.659198741,-2.261065107,0.942667625,0.548959818,-0.293168581,1.391088218,,0.282051282,0.282051282,0.282051282,0.051282051,0.051282051,0.051282051,-0.185420037,-1.001491248,0.630651174,-0.185420037,3,2,1,3,0,2,6,5,3,1,1,Same as the national avera,Same as the national avera,Same as the national avera,missing,Below the national average,Same as the national avera,Same as the national avera
260210,-0.056000701,-1.654227268,1.542225866,-0.190470245,-1.281102142,0.900161653,-0.466186078,-1.141868021,0.209495866,-1.146825838,-1.816856718,-0.476794958,-0.121150326,-1.557950204,1.315649551,0.163237611,-1.153029059,1.47950428,-0.957966257,-1.516327718,-0.399604795,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.445721388,-0.926849829,0.035407053,-0.445721388,2,3,4,4,11,2,5,5,6,3,1,Same as the national avera,Same as the national avera,Same as the national avera,Below the national average,Same as the national avera,Same as the national avera,Below the national average
260214,-0.247939561,-1.700152876,1.204273754,-1.210536385,-1.932046371,-0.489026398,0.809542523,0.051011117,1.56807393,0.265448741,-0.184517498,0.71541498,0.345561359,-0.664511097,1.355633815,1.025130032,-0.124685897,2.174945961,0.779652299,0.340773784,1.218530814,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.001647118,-0.409311646,0.412605881,0.001647118,3,3,4,5,11,4,6,6,7,3,1,Same as the national avera,Below the national average,Above the national average,Same as the national avera,Same as the national avera,Same as the national avera,Above the national average
260216,0.364136605,-0.444412464,1.172685673,0.226696093,-0.142952146,0.596344331,0.914031245,0.487986707,1.340075784,0.021487114,-0.340354572,0.3833288,0.678344089,0.087920123,1.268768056,0.341951894,-0.726967214,1.410871002,-0.306998814,-0.713291266,0.099293638,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.364329119,0.127687285,0.600970954,0.364329119,4,6,8,7,11,5,6,11,7,3,1,Same as the national avera,Same as the national avera,Above the national average,Same as the national avera,Above the national average,Same as the national avera,Same as the national avera
260219,0.286785689,-1.014893497,1.588464874,-0.240004308,-0.939047755,0.459039138,-0.102251991,-0.865801183,0.661297201,0.66386081,0.19442424,1.133297381,0.823180682,-0.303420341,1.949781705,-0.119887075,-1.269413289,1.02963914,0.335592225,-0.131143132,0.802327582,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.175401277,-0.21055419,0.561356744,0.175401277,3,5,4,7,11,3,5,7,7,3,1,Same as the national avera,Same as the national avera,Same as the national avera,Above the national average,Same as the national avera,Same as the national avera,Same as the national avera
260227,0.022354254,-1.837992157,1.882700665,-0.566692841,-1.946952153,0.813566471,-0.040777262,-1.552428329,1.470873805,1.262056549,0.512426535,2.011686564,-0.259664217,-1.076525463,0.557197028,-0.080387008,-1.001793558,0.841019542,1.009609959,0.342689443,1.676530475,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.175709303,-0.457101466,0.808520073,0.175709303,3,1,1,3,11,4,6,6,5,1,1,Same as the national avera,Same as the national avera,Same as the national avera,Above the national average,Same as the national avera,Same as the national avera,Above the national average
261303,-0.226575143,-1.789622486,1.336472199,-0.387113234,-1.427972709,0.653746241,,,,,,,0.029828853,-1.395799192,1.455456897,,,,,,,,0.458333333,0.458333333,,0.083333333,,,-0.278788102,-1.147436237,0.589860034,-0.278788102,3,3,0,4,0,3,0,0,3,2,1,Same as the national avera,Same as the national avera,missing,missing,Same as the national avera,missing,missing
261305,0.085262311,-1.699256759,1.869781382,0.106602789,-1.268645027,1.481850604,,,,,,,,,,-0.056538321,-2.005719778,1.892643136,,,,,0.458333333,0.458333333,,,,0.083333333,0.083226644,-0.961816071,1.128269359,0.083226644,3,2,0,3,0,0,0,1,1,1,0,Same as the national avera,Same as the national avera,missing,missing,missing,Same as the national avera,missing
261306,-0.11662428,-2.003730836,1.770482275,0.263105052,-1.299347607,1.825557711,,,,,,,-1.020149185,-2.68235143,0.642053061,,,,,,,,0.458333333,0.458333333,,0.083333333,,,-0.017875412,-1.149015233,1.113264409,-0.017875412,3,1,0,2,0,1,0,0,0,0,0,Same as the national avera,Same as the national avera,missing,missing,Same as the national avera,missing,missing
261307,0.057063888,-1.336002984,1.450130759,0.234781196,-0.74719173,1.216754121,,,,,,,,,,-0.102134115,-2.013987831,1.809719601,0.8422736,-0.056622093,1.741169292,,0.423076923,0.423076923,,,0.076923077,0.076923077,0.180406726,-0.55857821,0.919391663,0.180406726,3,3,0,4,0,0,2,2,2,2,0,Same as the national avera,Same as the national avera,missing,missing,missing,Same as the national avera,Same as the national avera
261308,0.091584076,-1.33912202,1.522290173,-0.240742559,-1.275216864,0.793731745,,,,,,,,,,-0.522000597,-2.196989535,1.15298834,0.17098934,-0.2528138,0.594792479,,0.423076923,0.423076923,,,0.076923077,0.076923077,-0.090106378,-0.848599875,0.668387119,-0.090106378,3,3,0,4,0,0,2,2,2,2,0,Same as the national avera,Same as the national avera,missing,missing,missing,Same as the national avera,Same as the national avera
261309,-0.174664301,-1.650720343,1.30139174,0.048593644,-1.09911231,1.196299598,,,,0.888254333,0.203108849,1.573399816,0.257835606,-0.976916868,1.49258808,0.001175701,-1.598821515,1.601172918,0.527724491,-0.133221773,1.188670755,0.282051282,0.282051282,0.282051282,,0.051282051,0.051282051,0.051282051,0.255320308,-0.316682045,0.827322661,0.255320308,4,3,0,4,11,3,4,3,6,2,1,Same as the national avera,Same as the national avera,missing,Above the national average,Same as the national avera,Same as the national avera,Same as the national avera
261310,0.154302266,-1.42107495,1.729679481,-1.092735314,-2.102699487,-0.082771142,,,,,,,,,,-0.874079016,-2.63048355,0.882325517,0.730908706,0.268722353,1.193095058,,0.423076923,0.423076923,,,0.076923077,0.076923077,-0.408042468,-1.211787179,0.395702244,-0.408042468,2,3,0,4,0,0,5,3,4,2,1,Same as the national avera,Below the national average,missing,missing,missing,Same as the national avera,Above the national average
261311,0.530656487,-0.955603034,2.016916007,0.146177378,-0.815445876,1.107800631,-0.034845032,-1.989348935,1.919658871,0.794167242,0.181940022,1.406394463,,,,0.186139501,-1.602330929,1.97460993,1.028275535,0.504837321,1.551713748,0.229166667,0.229166667,0.229166667,0.229166667,,0.041666667,0.041666667,0.379719727,-0.245350562,1.004790016,0.379719727,4,3,1,5,11,0,2,2,3,2,1,Same as the national avera,Same as the national avera,Same as the national avera,Above the national average,missing,Same as the national avera,Above the national average
261312,0.056434451,-1.550912093,1.663780995,-0.663287307,-1.891744598,0.565169983,,,,,,,,,,0.01615986,-1.93009936,1.96241908,,,,,0.458333333,0.458333333,,,,0.083333333,-0.276794237,-1.217862424,0.664273949,-0.276794237,3,3,0,4,0,0,0,1,2,2,0,Same as the national avera,Same as the national avera,missing,missing,missing,Same as the national avera,missing
261314,0.060703662,-1.587326801,1.708734126,-0.516359616,-1.730632445,0.697913212,,,,,,,,,,,,,,,,,0.5,0.5,,,,,-0.227827977,-1.251104436,0.795448482,-0.227827977,3,3,0,4,0,0,0,0,2,2,0,Same as the national avera,Same as the national avera,missing,missing,missing,missing,missing
261316,-0.116278764,-1.852862291,1.620304763,-0.072691716,-1.465967411,1.320583979,,,,0.481056582,-0.251916002,1.214029166,,,,0.186509961,-1.604776939,1.977796861,0.449102124,-0.253121611,1.151325859,0.297297297,0.297297297,0.297297297,,,0.054054054,0.054054054,0.121193819,-0.583204397,0.825592035,0.121193819,3,2,0,3,11,0,2,1,2,1,0,Same as the national avera,Same as the national avera,missing,Same as the national avera,missing,Same as the national avera,Same as the national avera
261317,-0.263523742,-2.03048014,1.503432656,0.150018564,-1.325205946,1.625243073,,,,,,,,,,0.085470551,-1.777321383,1.948262485,0.618818807,-0.066102443,1.303740057,,0.423076923,0.423076923,,,0.076923077,0.076923077,0.006154683,-0.979345862,0.991655228,0.006154683,3,2,0,3,0,0,2,2,1,1,0,Same as the national avera,Same as the national avera,missing,missing,missing,Same as the national avera,Same as the national avera
261318,0.424050103,-0.993982881,1.842083088,-2.442740346,-3.399229726,-1.486250966,,,,,,,,,,,,,,,,,0.5,0.5,,,,,-1.009345122,-1.864364775,-0.154325468,-1.009345122,2,4,0,5,0,0,0,0,2,2,0,Same as the national avera,Below the national average,missing,missing,missing,missing,missing
261319,0.290659694,-1.287716668,1.869036055,0.067605989,-1.056158852,1.191370829,,,,-0.952144823,-1.651297549,-0.252992097,,,,-0.296258884,-1.997144843,1.404627076,-0.40817086,-0.818340719,0.001998999,0.297297297,0.297297297,0.297297297,,,0.054054054,0.054054054,-0.214635947,-0.834126177,0.404854283,-0.214635947,3,3,0,4,11,0,2,2,3,2,1,Same as the national avera,Same as the national avera,missing,Below the national average,missing,Same as the national avera,Below the national average
261320,-0.0146688,-1.604133082,1.574795483,-0.567730468,-1.535852832,0.400391896,,,,0.173352059,-0.661574528,1.008278645,0.616279822,-0.525706158,1.758265801,0.654490006,-0.799719074,2.108699086,1.407213671,0.957429565,1.856997777,0.282051282,0.282051282,0.282051282,,0.051282051,0.051282051,0.051282051,0.021960197,-0.561438796,0.605359191,0.021960197,3,3,0,4,11,2,6,6,5,2,1,Same as the national avera,Same as the national avera,missing,Same as the national avera,Same as the national avera,Same as the national avera,Above the national average
261321,0.445584327,-1.004885325,1.896053978,0.198111379,-0.731803777,1.128026536,,,,0.832070294,0.132480167,1.531660421,,,,0.268838937,-1.486288494,2.023966369,0.790765775,0.248119847,1.333411702,0.297297297,0.297297297,0.297297297,,,0.054054054,0.054054054,0.496017174,-0.065538281,1.057572628,0.496017174,4,3,0,4,11,0,2,1,3,2,1,Same as the national avera,Same as the national avera,missing,Above the national average,missing,Same as the national avera,Above the national average
261323,-0.097773528,-1.820673455,1.6251264,-0.022250622,-1.317973119,1.273471876,,,,,,,,,,-1.028732012,-2.8725811,0.815117076,0.496368088,-1.198110478,2.190846653,,0.423076923,0.423076923,,,0.076923077,0.076923077,-0.091730519,-1.023669553,0.840208515,-0.091730519,3,2,0,4,0,0,3,2,2,1,0,Same as the national avera,Same as the national avera,missing,missing,missing,Same as the national avera,Same as the national avera
261324,-0.1320428,-1.540089014,1.276003415,-0.502951463,-1.378745586,0.37284266,0.012905192,-1.943040979,1.968851362,0.219465699,-0.508772088,0.947703486,0.442188771,-0.542936822,1.427314363,0.505211433,-0.995450957,2.005873823,0.2545344,-0.989218985,1.498287785,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.040499758,-0.633264779,0.552265264,-0.040499758,3,3,1,5,11,4,4,3,6,2,1,Same as the national avera,Same as the national avera,Same as the national avera,Same as the national avera,Same as the national avera,Same as the national avera,Same as the national avera
261325,0.363238792,-1.048357949,1.774835533,0.15074528,-0.786492966,1.087983527,-0.004351811,-1.96190949,1.953205868,0.660320253,-0.026974601,1.347615108,,,,-0.967495976,-2.79313484,0.858142889,,,,0.239130435,0.239130435,0.239130435,0.239130435,,,0.043478261,0.237706211,-0.407590898,0.88300332,0.237706211,4,4,1,6,11,0,0,1,3,2,1,Same as the national avera,Same as the national avera,Same as the national avera,Above the national average,missing,Same as the national avera,missing
261327,-0.032261069,-1.600093523,1.535571384,-1.1962541,-2.206968022,-0.185540178,,,,,,,,,,-0.776474503,-2.613127436,1.06017843,,,,,0.458333333,0.458333333,,,,0.083333333,-0.627775661,-1.49611705,0.240565728,-0.627775661,2,3,0,4,0,0,0,1,2,2,0,Same as the national avera,Below the national average,missing,missing,missing,Same as the national avera,missing
261328,0.21769282,-1.386123283,1.821508922,-0.24668465,-1.36153912,0.868169821,,,,,,,0.667504844,-0.651719196,1.986728884,0.037236071,-1.913467364,1.987939507,0.360646569,-1.07624373,1.797536868,,0.392857143,0.392857143,,0.071428571,0.071428571,0.071428571,0.064709459,-0.727332103,0.85675102,0.064709459,3,3,0,4,0,3,4,1,4,2,1,Same as the national avera,Same as the national avera,missing,missing,Same as the national avera,Same as the national avera,Same as the national avera
